       1       0      5.83228     -1.51930
       1       1      7.20006     -2.21448
       1       2      6.44568     -1.94197
       1       3      10.1464     -3.36995
       1       4      9.39636     -2.97031
       1       5      9.49833     -2.97955
       1       6      9.40099     -2.93213
       1       7      9.87357     -3.14522
       1       8      9.91798     -3.20890
       1       9      11.5444     -3.87097
       1      10      10.1633     -3.24997
       1      11      8.55302     -2.55196
       1      12      9.24156     -2.79717
       1      13      10.6983     -3.37133
       1      14      9.91046     -3.00777
       1      15      8.33568     -2.32742
       1      16      7.65483     -2.03306
       1      17      7.49022     -1.95459
       1      18      7.31684     -1.87247
       1      19      7.17541     -1.80898
       1      20      7.08929     -1.76380
       1      21      7.08653     -1.76234
       1      22      6.80554     -1.65269
       1      23      6.79141     -1.65024
       2       0      6.70126     -1.60144
       2       1      6.57309     -1.53163
       2       2      6.49126     -1.47726
       2       3      6.45902     -1.44966
       2       4      6.47203     -1.45857
       2       5      6.41988     -1.44701
       2       6      6.44443     -1.47313
       2       7      6.33084     -1.42475
       2       8      6.19616     -1.37828
       2       9      6.27735     -1.41684
       2      10      6.23521     -1.40837
       2      11      6.13793     -1.39322
       2      12      6.37023     -1.49316
       2      13      6.45205     -1.52958
       2      14      6.51035     -1.55838
       2      15      7.90558     -2.14104
       2      16      7.59425     -1.99473
       2      17      7.19205     -1.82887
       2      18      6.25527     -1.45493
       2      19      7.55902     -1.99641
       2      20      7.77209     -2.07125
       2      21      6.93372     -1.71417
       2      22      6.66639     -1.59237
       2      23      6.34870     -1.45625
       3       0      6.23435     -1.40285
       3       1      6.19414     -1.37667
       3       2      6.19218     -1.35745
       3       3      5.98512     -1.24581
       3       4      5.99398     -1.24451
       3       5      6.07328     -1.30392
       3       6      6.05182     -1.29987
       3       7      6.06134     -1.32184
       3       8      6.23358     -1.41664
       3       9      6.04165     -1.35317
       3      10      6.07327     -1.37307
       3      11      6.28316     -1.46788
       3      12      6.47270     -1.55414
       3      13      6.47103     -1.56295
       3      14      6.36518     -1.52781
       3      15      6.43917     -1.56620
       3      16      7.56188     -2.04019
       3      17      6.75148     -1.70666
       3      18      6.30446     -1.51282
       3      19      6.05090     -1.41375
       3      20      6.00263     -1.39965
       3      21      6.14287     -1.45561
       3      22      5.91815     -1.35942
       3      23      5.72032     -1.26748
       4       0      5.45548     -1.13733
       4       1      6.04995     -1.37794
       4       2      6.17092     -1.42864
       4       3      5.83110     -1.27884
       4       4      5.54949     -1.15220
       4       5      5.32383     -1.05832
       4       6      5.26898     -1.04243
       4       7      5.60199     -1.19213
       4       8      6.12729     -1.43049
       4       9      5.65652     -1.25393
       4      10      5.87187     -1.35388
       4      11      5.89428     -1.37635
       4      12      5.87511     -1.37502
       4      13      6.36874     -1.59459
       4      14      6.19951     -1.52893
       4      15      6.11532     -1.49117
       4      16      6.09377     -1.48603
       4      17      5.77496     -1.36127
       4      18      6.02944     -1.46269
       4      19      5.66666     -1.32108
       4      20      8.13561     -2.30944
       4      21      6.78749     -1.76874
       4      22      6.59302     -1.67082
       4      23      6.79818     -1.75157
       5       0      6.87615     -1.78095
       5       1      6.40098     -1.58068
       5       2      5.94050     -1.37600
       5       3      6.19530     -1.46442
       5       4      6.01912     -1.40768
       5       5      5.61734     -1.24904
       5       6      6.33450     -1.54583
       5       7      6.35255     -1.56112
       5       8      7.88607     -2.19880
       5       9      6.02185     -1.45418
       5      10      7.12829     -1.90196
       5      11      7.10618     -1.91161
       5      12      6.84634     -1.81323
       5      13      6.62053     -1.72381
       5      14      7.12696     -1.94021
       5      15      7.64277     -2.16275
       5      16      7.88689     -2.26614
       5      17      7.04019     -1.91301
       5      18      6.98514     -1.88626
       5      19      7.37790     -2.04742
       5      20      7.37812     -2.04527
       5      21      6.91219     -1.85313
       5      22      7.39443     -2.04498
       5      23      8.16774     -2.32116
